n#03277459	balanza_electrónica
n#01169317	resistencia
v#00462689	inhibir
a#01784017	ateo irreligioso laico pagano
n#00326440	descenso
n#06862562	clave
n#00604424	ponencia presidencia_del_senado
n#11545350	pecopteris
n#09447806	partícula_extraña
n#01688961	Moloch
n#06074189	paleoantropología
n#09265392	Deneb
n#01458746	película
n#03691817	sala_de_espera
n#10904463	Cohan George_M._Cohan George_Michael_Cohan
n#15151641	florecimiento tiempos_mozos
v#01044533	barbotar decir_entre_dientes mascullar murmurar musitar
v#01237901	errar fallar
n#07230227	alarde jactancia
a#01714985	delineado delinear representado
n#13694552	unidad_monetaria_irlandesa
a#02349604	subyacente
n#07202812	particularización
v#01022420	generalizar
n#12015840	género_solidago solidago
a#03014166	larval larvario
v#01481154	colgar suspender
n#02189214	Cecidomyiidae familia_Cecidomyiidae
n#02061073	Hydrobates género_Hydrobates
n#06668019	código_penal
v#01138102	salvaguardar
v#00748616	dar
n#04789274	aparato
a#00120574	anónimo
n#05661668	solución
n#00671351	intervención operación
n#02884225	palco
n#08307589	concurrencia concurrentes reunión reunión_grupal
n#10944902	Alexandre_Dumas
v#00096766	enconarse infectar supurar ulcerarse
n#01710747	titanosauria
n#10316360	agregado_militar
n#10512562	reclutador
n#11449907	electricidad
v#01604442	impulsar
n#06929279	japonés
a#01496976	significativo
v#01826723	confiar esperar
n#13415168	IOU vale
n#14594032	polimetilmetacrilato
v#01076130	soportar
v#02287209	cancelar costear pagar
v#01271064	cambiar_el_forro
n#14677778	aljez yeso
n#02889035	trenza
v#01051828	escandir
v#01542668	caer
n#05769833	evocación
n#08543776	atasco
a#02666434	biónico
n#08967688	Port_Louis
n#07913537	Vírgen_María
n#10064831	esteticista esthéticienne
n#05920791	implicación significación
n#14534571	sugestibilidad
a#00039592	pasivo
n#13548931	regresión
n#00553655	sorpresa
n#10925939	Moshe_Dayan
n#15168790	amanecer orto
n#03464952	garita
r#00354319	confusamente vagamente
n#01885032	Phascogale género_Phascogale
n#09285128	Riu_Fox
n#06576376	enlazador
n#06207874	profanidad
v#02235229	ceder entregar librar
n#10278666	máquina
n#14979285	permalloy
v#00998294	poner_el_punto puntear
v#02664234	depender
n#10341660	mutación
n#07169970	Diez_Mandamientos
n#04968257	chartreuse verde_amarillento verde_loro
n#02420389	Antilope género_Antilope
n#06750804	proposición
a#00249721	audaz
v#01049140	chillar
n#07085375	acento tilde énfasis
n#09296121	golfo
a#01038102	interior
n#13062272	auricularia género_auricularia
n#15009192	evaporita
v#00337065	estallar partir
n#02405929	Aberdeen_Angus
n#14066661	ataque_de_nervios colapso_nervioso crisis_nerviosa
a#00919445	sereno
n#02060719	Hydrobatidae familia_Hydrobatidae
v#00419375	aflojar relajar soltar
n#01157850	conscripción llamada_a_filas revista servicio_militar servicio_militar_selectivo
v#01418536	sacudir
v#01805523	añorar extrañar
n#06548991	declaración_rectificatoria
n#13772468	carga
n#08572467	cabeza frente primer_plano primera_fila vanguardia
n#12529905	gastrolobium
v#00208210	agravar empeorar exacerbar exasperar
v#00693172	glamorizar idealizar romantizar
v#00357332	brotar germinar nacer
n#07044543	fantasía
n#11012993	Louis_Harold_Gray
n#02259377	cigarritas fulgoromorpha
n#05154241	incapacidad
n#08460395	procesión
n#07527167	alegría ilusión joya
n#13269459	regalo_de_boda regalo_de_casamiento regalo_de_reyes
a#00964470	humano
n#09783653	alienista
n#10292622	maoísta
n#14863177	putrescina
n#04633797	alegría garbo
v#01807170	ganarse_el_cariño
n#02509694	Ailurus género_Ailurus
v#00755331	conjurar ordenar
n#13879947	triángulo_equilátero
n#14264352	streptococcus_equi
n#06695579	adulación zalamería
a#02647358	átono
n#10384392	orfandad
n#11286618	Franz_Schubert
n#03503477	junta_de_culata
n#07212190	información
n#01739518	Trimorphodon género_Trimorphodon
n#09653805	muwekma
n#02822220	cobertura
n#00855301	chupada mamada
n#03576617	toma
n#09567044	Terpsícore
n#00134472	torta
n#05158431	conveniencia oportunidad
n#13389660	maría
n#10823529	Benedict_Arnold
n#15081052	tripsina
n#02366959	myocastor_coypus
n#09219731	Alpha_Orionis
v#00758042	renegar renunciar
n#03220692	cúpula
n#07860988	masa pasta
v#00437732	especializar
a#01579128	extremo final último
a#01458303	suave
n#01205010	conformidad
v#00193486	combinar componer unir
n#06421685	manual
n#04838210	atrevimiento audacia cara cara_dura osadía valor
n#03020692	cincel
v#00634472	concluir razonar
n#01956481	almeja
a#02698514	artiodáctilo biungulado
v#01558681	hender hendir
n#07971582	dinastía
n#10237069	parienta
n#13704143	unidad_monetaria_paquistaní
n#80000809	concentrador hub
n#00103140	lanzamiento
n#02335231	coipú rata_castor
n#01249315	indulto perdón
v#00310386	crecer
v#02387486	educar
r#00415963	en_demasía excesivamente
a#01471848	mayor
v#00913982	jalear
a#00938659	válido
n#00917211	cría_de_animales
a#00979697	rápido veloz
a#01492061	maduro
v#01182709	proporcionar suministrar
v#02156844	desaparecer
v#01266375	barrer
r#00128989	eléctricamente
n#04587648	ventana
n#07895710	Cabernet_Sauvignon
n#09831166	campechano
n#09833651	panadero
n#10923146	Clarence_Darrow Clarence_Seward_Darrow Darrow
n#14978544	betalactamasa
n#15292069	turno
n#03391770	armadura armazón carcasa
n#06523132	contrato_de_arrendamiento
n#15110307	ligando
v#00158503	alzar elevar
n#05237227	aparato sistema
n#13719808	dracma dram
n#10061656	epicúreo gourmet
n#01448165	Xyphophorus género_Xyphophorus
v#02615300	deshacer olvidar
n#01796105	gallina gallina_lira
a#00850648	elegante
n#04741655	vicisitud
n#08232410	liga_de_bolos
n#09502906	Tifón
v#00439698	acelerar
v#01943949	levantar
n#06651463	asesoramiento_matrimonial
a#01909890	decidido
n#05596004	cadera coxofemoral
n#02729755	manzanar
a#00471072	inédito
n#03089014	canal
n#07889193	cerveza_sin_fermentar fermento_de_malta mosto_de_cerveza
n#11337779	Margaret_Thatcher
n#00977301	ataque golpe
n#14409880	infortunio trago
v#01599325	alambrar
v#00849939	imitar parodiar
n#10516016	refugiado
n#08806617	Friuli-Venezia_Giulia
v#00682592	reevaluar tasar
n#13624190	l litro
n#08186047	servicio
a#02782106	poliédrico
n#04644719	disponibilidad
n#03147901	copa
n#07690511	mollete_de_maíz
n#08438533	bosque
n#08954975	Chosen
n#10666846	doble
n#10671736	sucesor
n#02337480	Baiomys género_Baiomys
n#06469694	esbozo
n#10345422	narcisista
n#10591811	comprador_compulsivo
a#00017024	raro
n#14834807	monoyodotirosina
n#11129017	Lermontov Mikhail_Yurievich_Lermontov
n#08354523	oficina_de_empleo
a#00049879	complementario
v#02104373	estrellar
n#05816287	información
a#00184792	disponible
n#04700199	meticulosidad
a#01959807	legal legítimo lícito
a#01425529	local
n#00561707	lateral pase_lateral
n#03763133	instalación_militar
a#02577734	material
n#10351064	amante_pegajoso
a#00179925	constitucional
n#04521863	varioaltímetro
v#00209174	descomponer
n#04777098	continuidad persistencia
n#09123387	Río_Este
v#01785748	asustar espantar
n#07700638	fettuccine
n#00502952	damas
n#13650045	pie
n#07674617	aceite_de_palma
n#09867956	jefe patrona patrón
v#02318165	arruinar
a#02745284	ideal
a#03049350	como_una_vejiga
v#01062555	enviar llevarse mandar remitir
n#03932670	paño
n#80000957	conformidad_de_conexión
n#04005630	prisión
r#00387017	cómicamente ridículamente risiblemente
v#00292507	cortar
n#10241300	mano_de_obra peón
n#11131505	Willard_Frank_Libby
a#02696090	cristológico
a#00125711	precedente
a#00700312	sin_inflexión
n#03122748	cubierta
n#01556514	leño
n#03699396	ácido
a#00145083	espinoso
n#04556204	brazalete
n#14771643	fenotiazina
n#08054076	clínica
a#02282985	instintivo
n#07372959	tribulación
a#00273082	oscuro
n#07708398	alimento_para_conejos verduras_crudas
v#01740608	cultivar labrar
n#04211356	contraventana
n#08137495	Departamento_de_trabajo
n#10474645	director
n#12070016	laelia
v#00253501	anticuar convertir_en_antigüedad
a#01367431	alegre divertido
a#02578035	terrestre
a#02950588	funerario
n#10251612	infiltrado informante
v#02484570	disparar
a#01590115	noble
n#03892178	parquet suelo_de_parquet
n#01088757	seguro_de_discapacidad
n#03220513	cúpula
v#00959714	recurrir
n#07636020	shortbread
n#02230634	Oecanthus_fultoni cuncuní grillo_arbóreo
n#03626014	pomo
n#10352782	neoliberal
v#00064487	masajear
n#02395244	Sus género_Sus
v#02236124	aceptar querer
n#00037200	crédito haber
n#03771820	minoxidil
n#11038505	Heinlein Robert_A._Heinlein
n#10984126	Christopher_Fry
r#00507609	que_suaviza
n#06507941	tarjeta
n#08024408	Ejército_Irlandés_de_Libreación_Nacional
n#06084469	química
v#02496816	someter
n#07164349	aproximación tentativa
n#04290259	espuelas
n#10742111	portero ujier
n#12141495	cereal
n#13491616	cura
a#00848074	obligatorio
n#04200908	horma
v#00930368	evocar sugerir
n#06292649	homonímia
n#13937406	purgatorio
n#10844527	Benet William_Rose_Benet
n#05602835	mejilla
n#02848216	hoja
n#13037406	gyromitra
a#01698610	descubierto desnudo
n#10995592	Jorge Jorge_IV
n#14758027	cuerno
v#00426958	desaparecer desvancerse disiparse esfumarse
n#01202029	aislamiento
n#08233762	Unión_de_Obreros_Unidos Unión_de_Obreros_Unidos_de_Estados_Unidos
n#01705010	psittacosaurus
n#09945603	comunista
r#00049889	vamos
n#11179287	John_Stuart_Mill
n#13778907	ringlera
a#01607978	sensible
a#01573101	ficticio
n#06516087	autobiografía
v#00291286	despedir emitir
n#05490983	córtex_adrenal
n#03724066	rimel
n#11016841	Wilhelm_Grimm
a#03009253	granulocítico
a#00264570	valiente
v#02711987	depender recaer
a#03091307	nigeriano
n#07690739	popover
n#10018747	distorcionador
n#14507651	porfiria
n#01055360	estancia visita
n#05030806	vigor
n#06535222	legislación ley_estatutaria
n#11061734	Alfred_Edward_Housman
a#02347564	mediocre pobre
n#00546299	coloratura
n#04391838	cinta
n#00155487	localización localizar posición ubicación
n#13947645	condición posición puesto
n#07015510	comedia
a#00941242	gráfico
n#12155009	lauhala pandanus_tectorius pándano
n#01542433	Chlorura_chlorura toquí_cola_verde
n#13051866	género_oligoporus oligoporus
v#00997659	ejecutar
v#02545045	atreverse osar
a#01968033	diario
v#01192992	irse
n#06879180	demostración
n#11181255	Hermann_Minkowski
r#00498387	en_medio enmedio
v#02323870	anotar
n#11556857	monocotiledóneas
n#14356720	epicondilitis
n#10878530	John_Cage
n#02058074	Diomedeidae familia_Diomedeidae
n#10808045	Robert_Adam
v#02068062	girar
n#04578559	sobrehilado sobrehilado_en_diagonal
n#09493204	Cerbero
n#13741698	dígito_decimal número_decimal
n#12397210	hierba marihuana maría
n#05760202	memoria
n#09179776	estímulo incentivo
n#01683428	Xantusiidae familia_Xantusiidae
n#05704266	concentración
n#06269014	artículo_de_revista
n#12609842	género_pontederia pontederia
v#01654628	construir edificar
n#14966667	aceite
n#02469472	guarisapo renacuajo
n#06467007	resumen síntesis
n#13292787	compensación expiación satisfacción vindicación
n#03940022	Pimlico
r#00494455	ricamente
n#07615774	polo
n#07739125	manzana
n#08007667	dormitorio equipamiento_de_habitación mobiliario_de_habitación
n#10082997	federalista
n#13018579	familia_volvariáceas volvariáceas
n#05297523	órgano
n#02777734	balcón
n#06275353	comunicación_inalámbrica telégrafo_sin_hilos
n#01411727	Oedogoniaceae familia_Oedogoniaceae
n#00138221	beso
n#07168131	orden
v#02026327	salvaguardar
n#00896526	formación_tipo
n#11465775	penumbra
n#10295371	marqués
n#13296752	compra_a_plazos
n#11207410	Florence_Nightingale
n#04564278	vatímetro
n#14811826	cromato
n#08596519	Lombard_Street
n#11019269	Alec_Guinness
a#02251576	aislado
n#02946921	bote lata
n#05781541	conclusión
n#00240184	creación fundación instauración institución introducción
n#06546783	escritura_de_renuncia
n#07057095	chotis
n#13034431	género_wynnea wynnea
n#01455778	pez_pipa
v#00722232	clavar enfocar fijar
v#00613683	abandonar dejar olvidar
n#07856895	mantequilla_de_anchoas
a#00205295	fresco
n#08550076	excavación sitio_arqueológico
n#03218100	dogleg
n#02168876	Monochamus género_Monochamus
n#04330340	cocina
v#01239862	derribar tumbar
a#01255022	estival
v#01467751	rodear
n#08038131	pandilla_del_Pentágono
n#05838176	decisión determinación resolución
n#06404147	chafarrinón garabato garabatos garfio pintarrajo
n#06365467	escrito lectura texto
v#00375021	hervir
n#11485367	luz_del_sol sol
n#00733753	avance
n#10184290	vuduista
n#04441528	titfer
n#04859449	audacia temeridad
n#10982658	Milton_Friedman
v#00070633	conmocionar
n#02082632	Orycteropus género_Orycteropus
a#02723420	estuarino
a#00783129	diversificado
n#05520292	liposoma
v#00719590	contestar
n#05785311	exploración
n#12633994	Malus_pumila manzano
n#05978370	cuento_de_viejas
n#11417561	motor
a#02393086	artístico estético
n#02005962	género_Ibis
n#04939742	desmenuzabilidad desmigajamiento
a#03155306	no_hecho_jabón
n#03665366	luz
v#01785242	morir
a#01239862	derecho
v#01422003	penetrar
n#08161068	electorado
v#02336807	reamoblar
n#00729108	deberes
n#08433447	hilera_de_números renglón
n#08562067	tierra
a#03127030	tunecino
n#01141841	concesión
v#01528339	arrellanado empoltronarse
n#13562862	sucesión
a#02090228	ligero
n#04664314	precaución
n#05081957	asana
n#03380134	batería candilejas luces_del_proscenio
a#01730060	histórico
n#10852669	William_Blake
n#13282419	devolución_del_alquiler
n#10223606	John_Doe
a#01596455	anómalo
a#00959731	infiel
n#05598147	nariz
n#02394822	Suidae familia_Suidae
n#10043024	ecléctico
a#01053915	rancio
n#11187471	Lola_Montez Marie_Dolores_Eliza_Rosanna_gilbert Montez
v#00764782	negociar
n#00953559	acción batalla combate conflicto lucha
n#02344785	Lemmus género_Lemmus
n#09388023	canto_rodado china guijarro
n#11153200	Nelson_Mandela
v#01156115	apostar jugar
v#01253621	ponerse_áspero
n#04270276	speakeasy taberna_clandestina
n#04792127	aceptabilidad admisibilidad satisfacción
v#01568886	cercar rodear
n#13437379	bacteriólisis
n#01678522	Callisaurus género_Callisaurus
n#01855188	mergellus_albellus
n#80000970	inodo nodo_de_identificación
v#02760622	encender
n#01075117	cerco
n#02125311	pantera puma_concolor
n#01486706	Ginglymostoma género_Ginglymostoma
a#03101818	pretoriano
n#04824695	confusión
n#05285480	alveolo
n#09145970	San_Angelo
n#04232902	cohete
n#13927112	caldo
n#02743426	arsenal
v#00427558	esfumarse hacerse_humo
n#05770058	búsqueda
v#00075021	agotar cansar
n#05256085	cabello
n#07337390	variación
n#10554455	esquirol rompe-huelga rompe-huelgas
n#00965404	fuerza violencia
a#02829565	legislativo
n#13657489	parsec
v#02430922	formar grabar
n#10318193	molinera
n#13699925	unidad_monetaria_bielorrusa
v#00435103	ceder
v#02260085	entregar_a_cambio trocar
n#00908492	creación
v#00592341	comprender
n#08190754	cuerpo
n#09845589	animal bestia
n#13315999	tarifa
v#01976841	bajar caer
n#08835058	Darwin
n#00223983	matanza
n#01250208	enmienda
v#02700455	casar combinar fusionarse ir
n#06604066	esencia núcleo
v#01422172	canalizar entubar
n#04687333	atractivo encanto seducción
n#00311091	circuito recorrido
n#07884182	zampada
r#00399389	melodramáticamente
a#02061307	seguro
n#02892304	latonería
n#07184545	altercado camorra gresca reyerta
v#00264386	ampliar ensanchar
n#13807178	futuro_perfecto
n#02922578	burka
n#01456939	Macrorhamphosidae familia_Macrorhamphosidae
n#11549895	zoospora
n#01418947	hipermastigote
n#00227969	inmolación
n#05235350	esfenión
a#02465115	auténtico fehaciente fiel
n#05131023	hora minuto
n#01947613	Cymatiidae familia_Cymatiidae
n#11314514	Edward_Jean_Steichen Steichen
n#07055295	conga
n#13908201	hendidura
v#02421374	liberar libertar redimir
v#01390078	enladrillar
n#06384480	cuarteto
n#00353782	disminución recorte reducción
v#02079525	enviar_por_metro
a#02328108	persistente
n#01176431	riña todo_vale
n#00238778	hipnogénesis
n#07345066	onda_sinoidal onda_sinusoidal
n#04782116	horror terror
n#14873641	formulación preparación
n#01136519	dirección organización
n#14395240	furia
a#01819390	positivo
v#00135013	convertir_en_mítico elevar_a_mito mitificar mitologizar
a#00948103	externo
n#01099109	financiación
n#00781912	asalto robo_armado
n#00076323	error_garrafal
a#03138396	osicular
n#05982720	intención
v#01810933	desesperar
n#15251092	bodas_de_diamante
n#15043399	sales_de_olor
n#11986306	lactuca_sativa
n#10944686	John_Foster_Dulles
n#14173013	pleuresía pleuritis
n#08086821	iglesia_ortodoxa_rusa
v#02710402	confluir converger
n#80000888	pesca phishing
n#01888520	Insectivora orden_Insectivora
n#13695567	unidad_monetaria_siria
n#10807197	Abel Niels_Abel Niels_Henrik_Abel
n#12023726	tanacetum_vulgare
n#01406092	Euglenophyta división_Euglenophyta
n#09551040	driade
n#11198861	Gunnar_Myrdal Gunnar_Myrdayl Karl_Gunnar_Myrdal Myrdal
n#15185471	Yom_Kippur
n#02883205	corbatín
n#11262168	Bernhard_Riemann Georg_Friedrich_Bernhard_Riemann Riemann
v#00434919	dejar_de_funcionar estropearse
n#11959862	cynara_cardunculus
v#00856578	condenar
a#01472628	principal
v#00207418	condicionar
v#00043912	engalanarse
n#05015117	frío
v#02393086	transferir
n#06186166	mitsvah mitzvah mitzvá
v#00199309	calificar
n#04201618	tonel_demontado
n#10954498	Albert_Einstein
n#04262161	caja
v#01417162	abofetear dar_un_manotazo
v#00095377	brotar nacer
n#02841641	biochip
v#02522581	pasar_sin_dificultad ser_campeón
n#02439033	giraffa_camelopardalis
a#01927455	cerebral intelectual
v#01498498	centrar
n#04384016	cola lado_trasero parte_trasera
n#05850823	atractivo
n#15166352	media_tarde
v#00734054	considerar
n#08568579	entorno medio
n#07905038	ron
n#10545087	sachem
n#12136720	caña
n#01207108	realistamiento
n#14175727	fascioliasis
a#00036254	abierto
n#07902799	Akvavit Aquavit aquavit
a#02840935	umbilical
n#10811228	Albee Edward_Albee Edward_Franklin_Albeen albee
n#10921009	Gottlieb_Daimler
n#04539203	bioterio
n#13610162	punto
n#02520015	Pylodictus género_Pylodictus
n#00357275	pellizco repizco
a#02724630	existencial
n#10104756	silvicultor
n#11351347	Sophie_Tucker
a#00364145	alegre
v#00749963	instruir
n#01371483	rickettsia
n#14855512	humus_de_lombriz lombricompuesto_de_gusano
n#11216386	Carl_Orff
v#00456740	emparejar hacer_juego
a#03010071	eosinofílico
n#07106246	ironía
v#02202384	conservar guardar mantener sostener
n#01575117	molothrus
n#04465501	tractor
n#10757817	vitalista
n#11129286	Ferdinand_de_Lesseps Fernando_de_Lesseps
n#09109012	Great_Falls
v#01105639	sobrepasar superar
n#14038264	celo
v#00216561	conservar_en_salmuera salar
a#02226162	competente diestro experto habilidoso hábil mañoso
n#04669247	responsabilidad
a#02980696	cometario
a#00993885	mortal
n#06712325	consejo predicación prédica reprensión sermón
n#12253229	epacris
n#14125333	cromomicosis
n#14500567	confusión mezcolanza
n#14613841	hidrolisado
a#00935103	barato económico
a#00626800	material
n#11830570	atriplex género_atriplex
n#00021939	artefacto
n#03355468	flageolet
n#10368528	huri ninfa
n#04446521	aseo cagadero inodoro orinal retrete servicio taza vater
n#09137334	Rhode_Island
v#01286038	rematar
n#10844401	Benedict Ruth_Benedict Ruth_Fulton
n#10655075	hijastro
n#05254795	pelo
a#01276150	crucial esencial
n#00432689	afición
a#00134401	inabordable
n#07280941	contradicción
n#01083645	repartimiento
a#01533974	excesivo
a#03007245	del_esternón
n#10186350	horticultor
n#12809233	género_polemonium
n#15109127	zircón
a#01159531	blando
n#10368113	nuncio nuncio_apostólico
n#10155222	cyberpunk
v#00698855	resolver
v#01362568	escayolar
n#02272428	género_Thrips
n#12043444	orquídea
n#06256697	página
n#14777441	Maalox
v#01325536	matar
n#03561345	ilustración
v#00606335	ejercitar
v#02029369	deshacerse
v#00606600	inbuir inculcar instilar
n#04671841	arbitrariedad veleidad
v#01869299	desplazarse_furtivamente
n#07587111	potaje
n#09179382	causa
n#04959567	matiz
n#09182650	necrofilia necromanía
n#10205344	habitante_del_infierno
v#02264967	arquear cuadrar hacer_arqueo saldar
a#01410905	diferente distinto
v#02463426	abstenerse
n#06257484	página_derecha
n#11007993	Nadine_Gordimer
n#02629716	xiphias_gladius
n#13381734	talón
n#05980412	herejía
n#14231794	psoriasis
v#00697589	decidir determinar
n#10003782	auxiliar_dental
n#10545682	sadhu sadu
n#13550318	reproducción
n#09820263	atleta deportista
n#01462209	trofoblasto
n#11978233	helianthus helianthus_annuus
n#13810615	miembro
n#06341609	rabino
v#01562209	chocar
n#02325884	Sylvilagus_aquaticus conejo_de_pantano liebre_de_pantano
a#00504431	comparable
n#14341769	dacriocistitis
n#06573934	compilador_de_c
n#10145682	bisabuelo
n#12600417	poligonales órden_poligonales
n#09798404	aforista
n#10984257	Roger_Fry
n#03561889	imipramina
n#12650915	capulin capulín prunus_demissa prunus_virginiana_demissa
n#00269674	restauración
n#05329533	sistema_endocrino
n#12142450	triticum_durum
n#05110185	aumento
n#10577284	vendedor
n#10134001	arquero portero
n#01957075	Myacidae familia_Myacidae
n#07125786	adiós demonio
v#00392588	afilar
n#13826084	constante_de_tiempo
n#80000896	descompilador
n#10246511	lapidario
v#01818235	alentar animar impulsar incentivar
n#01877812	walabí
n#00840189	trago
n#08373544	clave combinación
v#02377938	combinar
v#02531199	afanarse esforzarse luchar procurar
n#04387201	tambor
a#01334958	despierto inteligente listo
n#01563945	regulus_regulus
v#00854904	confundir defraudar embaucar encandilar engatusar engañar enredar falsear timar
n#13827205	control
a#02874053	avascular
n#05857459	variable
a#01126291	atroz espantoso horrible terrible tremendo
n#05031012	resistencia
n#07228971	gracias
n#01033184	liturgia
v#01629403	arrojar dar
n#05769314	quimera
a#00627204	físico
n#07996598	colonia_de_conejos conejal conejar
n#10304160	reina_de_mayo
n#07326557	causa
n#02089232	dachshund
n#05322247	perilinfa
v#00732224	dar dedicar prestar
v#02653159	acantonar acuartelar
n#03068486	collar
n#08251756	jet_set
v#00957679	hacer_coro reiterar repetir resonar
n#13681863	unidad_monetaria_islandesa
n#04266660	espada
n#09507097	deidad_celta dios_celta divinidad_celta
n#15161631	día_de_fiesta día_festivo
n#15049902	aceite_de_ballena aceite_de_esperma
a#02080488	sin_sarcasmo
a#00177186	propicio
a#00632438	incorrecto
a#01276872	gran grande
n#07623576	streusel
n#05814162	universo
v#00955148	significar
a#02685785	integumentario
v#02022359	encallar tocar_tierra
n#06605396	disfemismo
n#06734702	testimonio
n#06513764	colecta petición petitoria solicitud
n#10126926	cerebro crack genio
n#03542727	hotel-casino
n#01990516	galera
a#00231252	peor
n#11349739	Harry_Truman
v#00473799	arreglar completar
a#01813400	prudente sensato
v#00345761	comenzar empezar iniciar principiar
n#07702642	almuerzo desayuno
n#13187167	cyathea género_cyathea
n#13907847	arruga
n#01626600	anfibios género_anfibio
n#03140431	vinajera
v#02351925	emitir_bonos
v#01903935	bajar
n#01390899	orden_Radiolaria radiolarios
n#01198307	proceso
v#01189224	picar
a#02835145	expresionista
v#01937394	hacer_patinaje_artístico
r#00197182	en_punto
v#00374135	congelar congelarse
n#05481095	cerebro encéfalo
n#07342495	ciclo
n#07842753	tortilla_francesa
n#08309086	congreso
n#10832568	Arthur_James_Balfour
n#11221495	Andrea_Palladio
n#13905572	comba
v#01574766	digitar presionar
a#00885288	empresarial
n#07614103	pastel_de_manzana
v#01266269	arreglar pulir
n#14384684	triscaidecafobia
n#11224173	Maxfield_Frederick_Parrish Maxfield_Parrish Parrish
v#02310007	devolver entregar regresar
n#07128527	lenguaje_soez vulgaridad
a#00819526	avanzado
n#05444324	cinetocoro
n#01056411	escala escala_intermedia parada
a#01060947	suelto
v#00530177	salir
n#01139749	Nihil_Obstat nihil_obstat
n#03995535	línea_eléctrica
v#01692266	poner_en_mayúscula
v#02287789	perder
v#00075708	agotar extenuar
n#06880664	divisa emblema
n#13012835	género_chlorophyllum
v#01504699	luchar
v#02423762	refrenar reprimir
n#09852081	apuesta interesado
n#07085210	encabalgamiento
n#00533535	shimmy
n#00722479	posición
a#01574036	natural
a#02327569	tenaz
n#02921406	Burberry
a#01953467	crudo
a#02981935	catecismal del_catecismo
n#11194205	Daniel_Patrick_Moynihan Moynihan
n#07446533	aerosol spray
n#04520962	vaporizador
n#80000924	teléfono_inteligente
a#00948384	exterior externo
n#06466479	mantra
v#01328212	enredarse
n#04739262	metaestabilidad
n#03674946	linograbado
n#10876513	Samuel_Butler
n#13338234	valor_del_estado
n#04316498	estereoscopio estereoscópio
r#00222479	en_deuda endeudado retrasados
n#00495524	solitario
n#09912995	inspector revisor
n#00325785	montañismo
n#03003730	cámara
n#09780828	comandante
n#06949762	sajón_occidental
n#10765000	ganador_destacado
a#02730770	fórmico
n#11126490	Vladimir_Lenin
n#02422561	Aepyceros género_Aepyceros
n#05858551	grado_de_libertad
n#07485626	apetito
n#08437847	cañaveral
n#03021228	clámide
n#10533013	adversario competición competidor contendiente contrincante rival
n#03537412	bocina
a#02796425	sensorial
n#09639237	gente_blanca raza_blanca raza_caucasoide raza_caucásica
n#15148867	años_1920
n#00858188	sueño
n#14159459	macroglosia
n#10111688	novato
a#02070030	diferente distinto
v#01666604	confeccionar_rápidamente
n#11480091	ferrimagnetismo
v#02317836	reducir
v#01360197	ordenar
v#00081072	administrar dispensar
n#02185973	Siphonaptera orden_Siphonaptera
n#08250409	mariachi
a#00796047	teatral
n#05736149	tasa
n#08833130	Nueva_Gales_del_Sur
n#08178547	estado
v#02071627	filtrarse percolar
a#01021120	admirable respetable
n#10958010	Duke_Ellington Edward_Kennedy_Ellington Ellington
n#10564800	evasor
v#00621734	aturdir
a#02539717	como_la_maleza cubierto_de_maleza enmalezado
v#02530770	intentar_hacer_algo probar
v#01251928	embadurnar embarrar ensuciar manchar oscurecer
a#01230616	incapaz inútil vano
n#10996876	George_Gershwin
n#07175241	acuerdo
n#11171513	Georg_Meissner
n#02793414	careta_con_barras
n#03856335	bordado_litúrgico_inglés
n#04825383	equívoco evasivo evasión prevaricación vacilación
n#07985628	pareja
n#04016846	salterio
n#06042690	disgenesia
n#08402442	comisión comité delegación diputación encomienda
n#10158010	actor_aficionado aficionado
n#14252464	epitelioma
n#00958896	batalla lucha
n#02469914	primate
n#07393500	crujido
n#11142368	Abbott_Lawrence_Lowell
n#03258730	bata gabardina
n#14669242	bornita
n#13891937	ángulo_agudo
n#14299336	esguince
v#02635547	exigir necesitar
a#02664215	de_billar
n#04672858	detenimiento perfección
n#10432957	pilar sostén_principal
n#11149483	Alfred_Thayer_Mahan Mahan
n#08304895	coalicion unión
n#00722984	lanzador
n#10207831	interrogador
a#02435671	intolerable
n#13311573	retención
n#05263029	pera
n#08404895	cuartel_general
n#02850358	sudadera
n#00051192	regreso vuelta
v#00151574	readaptarse
n#03871083	paquete
n#00181640	consulta referendo referéndum
n#05919549	noción
n#03501614	cabeza
n#00779248	fraude
n#00122530	pedaleo ruedo
n#10182913	gay homosexual
n#04403413	lente_zoom zoom
n#04433185	cordón
n#11290864	Alan_Seeger Seeger
n#03525454	agarradera
v#02140033	exhibir exponer presentar
n#07391079	tantarantán tantarán toc_toc
a#01889819	altivo orgulloso
a#01364008	afligido
v#01786760	alterar exasperar fastidiar irritar
n#05020697	resiliencia
n#13746785	docena
n#14016114	condición_mental disposición_mental estado_mental
n#14671587	cinabrio
a#00120784	anónimo desconocido
a#02027003	pobre
a#02707008	criptógamo
n#10087868	filibusterismo
n#12527738	erythrina
n#01851895	pato_salvaje
n#01301630	Guerra_de_Suceción
n#06844739	punto_y_coma
n#08180639	clase_obrera proletariado
n#15064729	anión_superóxido superóxido
v#02718015	compensar contrarrestar
v#01635432	ver
n#02027897	tringa_nebularia
n#06670137	ecuación_lineal
a#00783840	general
a#00087152	calmado relajado tranquilo
v#00637115	construir
n#00893836	disciplina
n#07143137	consulta
n#07496463	sufrimiento
v#00952841	hablar
n#06171388	musicología
