n#01460813	oviscapte ovopositor
n#10507565	ponente
a#02957469	alemany
n#07781022	bonítol
n#12586110	genus_calamus
n#12881429	collinsia genus_collinsia
n#00145218	connexió enllaç unió
n#13750415	100 centenar cent
n#06203472	homofòbia
n#09074431	Panama_City
n#10539015	funàmbul
n#09257141	Corona_Boreal
n#14472624	barroeria cruesa grosseria primitivisme tosquedat
n#11505057	barrera_del_so
n#09771435	admirador
n#10161622	fumador_de_haixix fumeta
n#13566535	desgel desglaç fosa fusió
n#14691686	propà
v#00384411	convertir-se
n#05480794	sistema_nerviós_central
n#13334307	tinença_d'accions
v#00465145	reajustar realinear
n#06581268	traductor
n#13479889	supuració
n#07898745	vi_de_taula
v#00223500	afeblir-se debilitar defallir fallir flaquejar perdre_forces postrar-se prostrar-se
v#00806049	atorgar cedir concedir
n#03996849	direcció_asistida
n#01820664	genus_glossopsitta glossopsitta
n#04500294	torneria
n#13903079	límit vora
a#01101391	general
n#04644512	bona_voluntat complaença disposició ganes
v#00875141	recomanar
v#00617748	confondre's equivocar-se errar
n#08885631	South_Yorkshire
n#00737399	desviació
n#12474006	genus_polygonatum polygonatum
n#01052372	orientació
n#07640014	bunyol_de_poma
n#10996285	Sant_Jordi
n#01528396	cuereta
n#11735325	genus_hydrastis hydrastis
a#00199463	orientador rector
n#10022908	carronya carrossa fòssil ròssa
n#01028655	adoració
n#06637973	base_de_dades_relacional
a#01297658	decadent
n#05017458	visibilitat
n#03061050	barret_de_gresol capell_de_tres_becs capell_de_tres_puntes
a#00332869	centrípet
n#07096425	octosíl·lab
n#10880981	Joseph_Campbell
n#05658985	cinestèsia
n#13949802	precedència prioritat
n#05269668	cel·lulitis
n#08159740	Windsor
v#00365810	sublimar
n#03190458	plantador
n#09400037	protó
n#01128655	control domini
n#06332919	locatiu
n#00886807	ensenyament_mitjà ensenyament_secundari secundària
a#01051410	desafortunat desgraciat funest nefast
n#13671527	dirham_marroquí
n#08116398	departament_d'econòmiques
n#04794236	improcedència inadmissibilitat
n#00371487	amplificació elaboració
n#10029729	drac
n#06050024	epidemiologia
n#13503513	isogàmia
n#06615561	atracció
n#07094843	peu unitat_mètrica
a#00650135	entès sagaç
n#08411585	externat
v#00720063	esperar
n#06954183	islandès
n#03394480	tren_de_mercaderies
n#07621140	merenga
n#00032823	relació_social
n#03472535	sabatilles_de_tennis
n#11906359	genus_macleaya macleaya
n#10735984	àrbitre
v#01731031	cantar
n#13960974	absència
n#08620881	pol
n#03960374	platet plat
n#03282295	ambaixada
n#06366391	diàleg
n#10903722	Jacqueline_Cochran
n#09286630	Ganges
n#06832788	p
n#07434942	esclat
n#01405858	sargàs
n#14537054	sequera
n#06311852	genitiu
a#00708017	trencable
a#00584626	inconstant mudable veleïtós volàtil voluble
n#07819303	mostassa
n#04131113	galeria sala_d'exposicions
n#01831360	todid
n#08182962	legió
v#01919391	gambar marxar
n#13872975	secció_cònica
n#03116530	taulell
n#00850425	encreuament hibridació
n#13225729	isoetals
n#05493303	lòbul
n#15113229	etapa període
n#03798268	mainell trencallums
n#10196845	iconoclasta
n#04349306	metro
n#14554853	ceguetat_diürna nictalopia
n#12050766	cephalanthera genus_cephalanthera
n#10443032	lampista llauner
n#02000764	genus_peripatopsis peripatopsis
a#00059131	incrustat
n#04730191	primera_categoria primera_classe
n#13477462	execució
a#01712753	sensible
n#07275078	genuflexió
v#00450997	esgotar
n#15013875	dicromat_de_sodi
n#03824381	camisa_de_dormir
n#04795878	prosaisme
n#09011151	Bielorrússia
n#01920939	cestum genus_cestum
n#10202363	incompetent inepte
a#02838592	fotogràfic
n#09923263	ventafocs
n#03188979	diaforètic
v#00242580	fusionar-se
n#11126783	John_Lennon
n#10811352	Josef_Albers
n#07057095	xotis
n#01141841	concessió
n#03160309	dic rec sèquia
v#00489837	mesurar quantificar
n#01577035	estornell_vulgar
n#14127211	malaltia_infecciosa
n#07402519	marea
n#14661482	iterbi número_atòmic_70 Yb
n#02024353	genus_pluvialis pluvialis
v#01855606	mudar-se traslladar-se
n#01258852	revocació
n#11349207	Anthony_Trollope
n#07843775	aliment_lacti producte_lacti
n#06371999	conte historieta
n#09437369	clivella fenedura tall
n#07136940	borbolla claca rall xerradissa xerrameca xerramenta xerrola
n#13883885	poliedre políedre
a#01030826	llis
a#00002527	adaxial
n#08174167	Supreme_Headquarters_Allied_Powers_Europe
v#02665282	assemblar-se
v#02703711	bordejar encerclar envoltar
n#05695232	edulcorant
n#03874293	roda_de_paletes
n#06453324	escrits_hagiogràfics
n#06517663	factura_del_telèfon
n#15275851	acceleració
v#02521410	oposar-se protestar resistir-se
v#02764245	encendre's flamejar
n#13245846	béns mobiliari
v#00812580	debatre discutir
v#00003431	eructar rotar
n#07702057	wonton
n#10712374	llauner
a#00269989	brillant lluminós
v#01597286	llançar llençar tirar
v#01786906	encolerir enfurir enfurismar irritar
n#02969323	carril
n#12087032	vanil·lina
n#07514600	electricitat
n#10930099	Cecil_B._DeMille
v#00377002	abrasar consumir-se cremar
n#10400108	feligrès parroquià
n#02965529	carilló
n#15275094	període_de_semidesintegració
n#00822350	censura_primària
a#02364245	impersuasible
n#07027090	opereta
n#12862512	plectranthus
v#00366858	evaporar-se evaporar vaporitzar
n#04083309	ridícul
a#01723308	imparcial neutral
n#09677427	anabaptista
n#80000784	array_buit
n#06472824	còpula
n#09926519	classicista
n#09901143	receptor
v#00770141	desaconsellar dissuadir
n#00294868	arrossegada
n#10490699	publicista publicitari
n#11085402	Job
n#15126595	juràssic
n#00597532	primacia
n#12443547	bessera genus_bessera
n#11013574	Joseph_Greenberg
n#06583645	rutina_d'entrada
v#02482425	assassinar carregar-se eliminar treure_de'n_mig
n#00040804	tracte
n#10984257	Roger_Fry Roger_Eliot_Fry
n#11651731	genus_podocarpus podocarpus
a#02373599	asimètric
n#14923872	isocianat
n#10116246	funcionalista
v#00267249	ossificar
n#10946481	Eleonora_Duse
v#00505802	electrificar electritzar
n#06306606	al·lomorf
n#06290637	forma
n#14849655	maragda
n#00232863	rescissió
n#10828368	John_James_Audubon
n#05241485	melanòcit
n#09063673	Los_Angeles
n#11408148	Stefan_Zweig
n#10323529	parenta
n#07131854	articulació mode_d'articulació
n#14584765	aldehid
n#12076075	genus_phaius
n#09928451	administratiu oficinista
n#13428608	aglutinació
n#07852376	gorgonzola
n#08517554	trajecte_de_l'autobús
n#00297532	travessa
n#01981137	genus_paralithodes paralithodes
n#10695192	camioner
n#09029242	Sudà
n#09971273	camperol pagès
n#02501583	tàrsid
a#01899360	imprudent insensat
n#06492040	concordàncies
n#10689564	sastre sastressa modista
n#06055300	farmàcia
n#02411075	genus_ovibos ovibos
n#11124300	Bruce_Lee
a#01931676	prest prompte ràpid
n#05510702	sistema_sensorial
v#00416705	anivellar igualar
n#13748763	25 vint-i-cinc
n#14433232	vescomtat
n#05562595	falda
a#02484208	ascendent
a#01252714	fresc
n#13485767	fusió
n#03623338	genollera
n#03236735	vestit
n#03082807	compressor
n#03829563	baga llaçada
n#07090379	circumlocució circumloqui perífrasi
n#07239927	impromptu
n#10823529	Benedict_Arnold
a#00586183	demolidor destructiu destructor devastador
n#00729478	classe_de_llengua
n#05535869	còlon
n#02843276	gàbia_d'ocells
n#13090091	toment
v#02484208	ajusticiar executar
v#02581675	defendre representar defensar
a#03132826	britànic
n#03632100	pilota_de_lacrosse
v#00040928	maquillar-se maquillar
a#02959553	finlandés
v#00999815	anul·lar eliminar esborrar passar_ratlla ratllar suprimir
n#08178741	població
v#00699815	concloure determinar fixar
n#11339361	Norman_Thomas
n#11211322	Edna_O'Brien
n#07503260	aversió fàstic
a#00995775	favorable
n#11321428	Johann_Strauss
n#09860130	cec
n#07145783	seminari
n#10823369	Neil_Armstrong
n#07716504	carbassó
n#03476083	postís
n#05024931	massa_en_repòs
a#00005599	incondicional inqüestionable
n#00208277	excomunió excomunicació
n#00007347	agent_causal causa
v#00776059	contradir
a#03093379	olímpic
n#03099771	lent_convexa
a#00304670	ventejat ventoler ventós
n#00599917	ministre_de_justícia
n#02259844	fulgòrids
v#01375637	rajar
n#04116098	goma_elàstica goma
n#12417686	genus_ixia ixia
v#01887576	lliscar planar
n#09900981	partit
a#01160775	dolent mal malvat perjudicial
a#01401854	il·legal
n#06136258	psicologia
n#04745932	consistència
n#03041810	trifori
n#09550278	Dafne
n#12455787	genus_gloriosa
n#04479526	trepà
n#10493922	agent_comercial
n#15021085	bloc_de_notes
n#08806735	Lazio
n#03754822	metaqualona
n#04097085	alberg_de_carretera
n#03153375	coberts
n#13903576	vora
n#00372226	concentració
n#01081867	fraternització
n#09438940	nevàs
n#00116008	estirada estrebada
n#01334690	virusoide viroide
n#12484612	genus_menyanthes menyanthes
n#02977619	bastidor marc
n#04915687	desconsideració desdeny menyspreu
n#09495103	Gorgona
n#03886151	creu_pontifical
n#14538472	seguretat
n#01616086	àguila_peixatera àguila_pescadora
n#10820613	Edward_Appleton
n#05019661	sensibilitat
n#07687381	baguet baguette
n#11815194	genus_silene
n#00917759	cria cultiu
n#04615226	cítara
n#05350453	artèria_lumbar
n#12518879	coronil·la
n#06944623	ucraïnès
n#11188316	Bernard_Law_Montgomery
n#09353918	micrometeorit
n#03605233	corda cordes
n#12947171	fusta_de_pelabou fusta_de_sanguinyol
n#13938440	estandardització
n#01109467	canvi intercanvi
v#01095218	exercir
n#03225777	impressora_matricial
n#10489564	psicòpata
v#00421125	disminuir reduir-se
n#14963486	nitrobenzè
n#02541583	genus_tarpon
n#06632671	bon_dia
n#04269944	espàtula
n#14955030	mordent
v#00751887	comandar manar
n#06378917	rodolí
n#14252320	càncer_de_pell
n#13693514	unitat_monetària_xipriota
n#07035153	cant_gregorià
n#06011692	ordenada
n#15196186	Nadal
n#04130907	celada
a#01917594	dubtós estrany rar sospitós
n#05506507	plexe_cervical
n#07654886	costella
v#00628491	discórrer pensar
v#02309008	agrupar-se agrupar combinar fusionar unir
n#01938312	genus_hirudo hirudo
n#07309599	cop ocasió vegada
a#00650577	alarmant crític greu
n#03899768	pati
a#00165766	avorrit ensonyat ensopit somnolent
n#04780958	odiositat
n#14140176	poliomielitis
n#11541111	bryum genus_bryum
n#14849880	paper_de_vidre
a#02858707	personal
v#00257650	botir inflar
n#02455310	genus_cabassous
n#15136923	dia_laborable
n#01839086	pigot_verd
n#02283201	heteròcer
n#11088622	Samuel_Johnson
n#06069747	micologia
n#15109745	emanació
n#06639674	índex índex_numèric indicador_numèric
n#12053138	corallorhiza genus_corallorhiza
n#03170635	congelador
n#11068760	John_Huston
n#08223475	fidel
v#00325208	ofegar-se ofegar
n#05977800	tradicionalisme
n#13705415	rúpia_de_Sri_Lanka
a#00984624	meticulós minuciós primmirat puntimirat punyeter
n#09994943	difunta difunt finada finat morta mort
n#07335414	desolació devastació
n#06280162	smiley
n#06626286	línia
n#02380335	poni
n#06801580	corba_de_nivell isohipsa
n#01474283	àgnat
v#00461354	callar
n#00945205	muntatge
n#04256152	fenobarbital luminal
n#02896694	boia_pantalon
n#13359428	fons_d'amortització
n#04981781	unison
n#08462066	bateria
n#09817816	astròleg
n#09501427	salamandra
n#00962722	revolució
n#05431926	zigot
n#03693617	penyora_d'amor
v#01199487	esclatar petar
n#07514520	tumult
a#01590115	noble
n#10443482	pluralista
v#01955508	reexpedir
v#02152504	examinar_amb_cura explorar
n#10989099	George_Gamow
n#02533834	anxova
n#03231368	taula_de_dibuix
n#14618253	àlcali base
n#13643894	rydberg
n#12667179	genus_genipa
n#04086273	revòlver
n#15271619	apagada
n#02845425	mapa_de_bits
n#09434661	Sierra_Madre_Oriental
n#06145446	paleogeografia
v#02244773	subhastar
n#00977301	atac cop
n#02964843	contenidor_de_càrrega
n#07153727	epigrama
a#00451291	ulterior
n#02653359	balistes genus_balistes
n#00270275	restitució
a#03025590	alpí
n#04447965	gel sabó_de_les_mans
n#08178085	estat_del_benestar
n#11126295	Pierre_Charles_L'Enfant
n#03928116	piano
n#10683126	banyista nedador
n#09987239	tsar
n#06201908	prejudici
a#00195191	esgarrifós espantós
n#10049363	electricista
n#03058726	blasó escut_d'armes
n#03554645	higroscopi
n#09278537	falla
a#01472225	menor
n#13678816	franc_suís
n#03062015	vestit_d'etiqueta
n#10057114	endodoncista
a#01755508	reputad
v#01736822	reproduir-se reproduir
a#02904518	nerviós
v#00780575	divagar
n#10752093	víctima
a#00438707	espavilat llest
n#08122768	Projecte_Manhattan
n#01988481	eufausiacis
n#00879271	inspecció revisió revista
n#03699591	matxet
n#11264973	Paul_Robeson
v#02694677	coronar
n#13151439	chloranthus genus_chloranthus
n#10474645	directora director
v#00186740	carbonatar
v#02731024	albergar allotjar persistir quedar-se quedar restar romandre seguir
n#11521940	raigs_ultraviolats ultraviolat
a#00350069	modificable
n#03975926	salamandra
n#02338592	genus_sigmodon sigmodon
n#00253395	catarsi
n#10329337	monopolitzador
n#07727741	mongetes_seques
n#12382699	genus_ochna ochna
n#03686470	golfes
n#03453547	metralla
n#06455138	evangeli
n#11715678	nimfea_blanca
n#07123552	alarit esgarip
n#03859280	annex dependència
v#02455407	observar
n#01608814	milà_negre
n#00376715	ruptura
a#00251809	tímid
v#00246125	agermanar vincular
n#13778671	aparcament pàrquing
n#08152787	clerecia clergat clericat església
n#03539546	ferradura
n#08659861	camp_de_petroli camp_petrolífer
n#04754862	indubtabilitat inquestionabilitat
n#02870676	vademècum
n#00077419	adquisició
v#01995211	treure
n#02467133	heterocerca
a#01838529	meticulós
n#11427241	aurora
n#07323682	teofania
n#11304139	Sixt_IV
n#00669481	raspament raspatge raspat
n#08674344	subtropical
n#05085991	adjacència contigüitat
n#12296218	gentianopsis genus_gentianopsis
n#09118181	New_York Nova_York
n#03842156	mobles_d'oficina
n#04228054	esquí
n#06566805	software_alfa programari_alfa
n#02110185	husky_siberià
n#12352287	plàtan
n#10808886	Edgar_Douglas_Adrian
n#00117578	eructe rot
n#14763964	camussa
n#03905208	espiell espiera
n#00459727	xarada
n#02886907	abraçadora
a#02310185	irritant
n#05161150	propiciatorietat
v#01300144	cordar-se lligar nuar
a#00217075	barbut
n#12559302	genus_piscidia piscidia
n#09825413	autodidacte
n#05060189	pressa
n#05025935	massa_atòmica massa_atòmica_relativa pes_atòmic
n#06785367	pregunta_difícil problema_difícil
n#03633091	cullerot
v#02706478	llambrar llambrejar relluir resplendir
v#01042725	aücar cridar udolar ulular
n#12009616	genus_sanvitalia sanvitalia
n#00505871	joc_dels_palets
n#04970916	rosa
n#02642935	genus_scorpaena scorpaena
n#07092592	poesia vers
n#01858162	genus_coscoroba
n#01887623	brau toro
a#02906478	bionòmic ecològic
n#13683700	ngwee
n#01703161	paquicefalosaure
v#02205887	recobrar recuperar
n#00341109	prosternació prostració
n#10471640	primera_ballarina
n#07853648	formatge_de_bola Gouda
n#09953775	confederat
n#06216408	neoconservadorisme
n#05553618	tòrax
n#02229867	acheta genus_acheta
n#10540656	braquicèfal
n#10282482	donzella
n#10438172	planificador
n#12224669	genus_casuarina
n#00775286	capció captura
n#02637839	genus_sillago sillago
n#07819480	mostassa
n#01713170	coelophysis
n#08502507	rabeig
n#11179502	James_Mill
n#08066491	banca
n#04845967	desconsideració inconsideració
n#07465781	sèrie Sèries_Mundials_de_Beisbol
a#00286214	imparcial
n#04942869	disposició
n#06426111	número_de_telèfon
n#10155849	estilista
a#00078576	aterrit esfereït horroritzat
n#09114128	Princeton
n#00569474	esmaixada
n#01758757	cadàver carcanada carcassa
n#02051213	pelecaniformes
n#03421324	garrotera lligacama
n#04021028	pul·lòver
n#11983739	genus_hyalosperma hyalosperma
v#00038199	dutxar xeringar
n#10741821	acomodador guia
n#10581278	sergent_major
n#10276238	eminència llumenera llumener
n#04845312	crueltat duresa manca_d'amabilitat
v#00236999	deixar_bullir_fins_que_s'espesseeixi reduir_per_ebullició
n#03558404	patí_de_gel
n#01144355	programació
a#00733743	preferible
a#00482059	desproporcionat
n#14793393	carbonat
n#12147699	bambusa genus_bambusa
n#10141364	gramàtic
n#14330727	ciàtica
a#00588425	assolador demolidor destructiu destructor devastador
n#06081602	neurofisiologia
n#10924347	Bette_Davis
a#01977669	evocador evocatiu reminiscent
n#11078650	Mick_Jagger
n#03895293	pas passatge
n#04693804	piga
n#00304349	parapent
n#13597794	base
n#01819918	agapornis genus_agapornis
n#02768744	porta_del_darrere
n#14634591	clor número_atòmic_17
n#03592245	calabós garjola penal presidi
n#07846143	llet_en_pols
n#07368993	eclipsi_de_lluna
n#01559964	genus_luscinia luscinia
n#05149832	ajuda ajut assistència
n#10752020	virreina
n#05615028	lògica
n#10046870	igualitarista
n#06075112	paleornitologia
n#04033647	Pont_de_Queensboro
n#02844056	alfil
v#00148967	resuspendre
n#00788632	tir
a#00325069	esternutatori
n#13679608	guaraní
n#05939636	il·lusió
n#13090594	barba
n#01674216	sauri
n#02110958	buldog_petit
n#10863440	Eva_Braun
n#01822602	ocell_cuculiforme
n#12905655	genus_lycopersicon genus_lycopersicum lycopersicon lycopersicum
n#01722389	edafosaure
n#10594147	bruixa escurçó harpía
v#00842538	faltar mancar
n#10319580	telèpata
v#00871405	amenaçar
n#01341090	rotavirus
n#04164989	part secció sector segment
n#07189411	benedicció
v#02713852	empentar empènyer envestir impel·lir propel·lir propulsar
v#00373520	carbonitzar-se carbonitzar
n#09462600	troposfera
n#01391391	rizòpode
n#03124043	botes_camperes camperes
n#03987674	pol_negatiu
n#06054266	oncologia
n#80000803	memòria_primària
v#00440786	alentir demorar retardar
n#08380768	consell_d'administració direcció directiva junta_directiva
n#04731497	característica
n#05434361	microsoma
n#09863238	ajudant_de_cambra
n#12755559	acer_argutum pointed-leaf_maple
n#02199712	nematòcers
n#04437793	màquina_del_temps
n#14591635	precipitat
n#00255214	ablució rentada
n#07471806	combat_de_boxa_professional
n#03692136	batí
n#07390645	ronc
n#14717275	bronze
v#01966861	botar coixejar saltar
v#00685683	rebutjar refusar
a#00300196	discordant
n#05013461	punt_de_compensació
n#06355078	codi_de_colors
n#12125782	genus_oryza oryza
n#04124098	alforja
n#09570298	Hades
n#13796216	immaterialitat
n#04239333	finestra_corredissa
n#08674464	camp_de_mines
v#02174830	copejar martellejar tamborinar
a#00075515	negatiu
n#12849597	genus_lavandula lavandula
n#02569770	genus_paranthias paranthias
v#02547586	ajudar
n#07164972	contraoferta
n#12024176	dent_de_lleó lletsó
a#02684971	celeste celestial
n#04824695	confusió incertesa incertitud
n#06182866	apologètica
n#09397607	bassal toll
n#08436203	sintaxi
a#01665184	oral
n#15250890	bodes_d'argent bodes_de_plata
a#00009046	moderat
n#08299493	agència_de_les_Nacions_Unides
n#09620078	habitant pobladora poblador resident veí veïna
n#02246487	aleyrodes genus_aleyrodes
v#00257269	ampliar expandir
n#04670531	informalitat
n#11351212	Barbara_Tuchman
n#08229605	orfeó
n#04031770	coberta_de_popa
n#11340824	Virgil_Thomson
n#12306717	gessamí llessamí
n#12187030	genus_sidalcea sidalcea
n#10133307	déu
n#05800611	indagació investigació
a#00086341	exaltat frenètic
n#14647722	nobeli número_atòmic_102
n#00600871	ministre_d'educació
n#07874441	pizza_siciliana
n#12024690	lletsó
v#00547300	endimoniar
v#00479060	ofegar
n#14898470	goma
v#00096264	anquilosar-se
v#01909978	bolcar regirar remoure tombar
v#01930874	conduir fer_anar manejar
v#00098083	avivar reanimar
n#14834563	diamant
a#01661289	bo ideal idoni
n#11237550	Pius_VII
n#03117939	còpia
n#14944455	lisozim
n#00549610	paròdia
n#14173484	faringitis laringitis mal_de_coll mal_de_gola
n#14834132	rosada
v#00179060	treure
n#02683791	after-shave loció_after-shave
n#13912260	arbre diagrama_arbori
a#01492394	inmadur
n#01480106	placoderm
n#06109227	teoria_de_l'evolució
n#04608329	pupitre
n#10554455	esquirol
v#02767308	emetre
n#11347519	Spencer_Tracy
n#11561228	liliid_monocot_genus
n#02699915	altazimut
n#02037464	escuraflascons
v#02660442	coincidir concórrer
n#01527480	alàudids
n#09396712	estel_polar
n#01162672	autoflagel·lació
n#11550340	gleva
n#09219349	Hadar
n#04903247	enormitat
n#08691669	capital_de_nació
n#02610664	escàrid
n#10858164	Max_Born
n#09645091	indi pellroja
n#04237773	diapositiva
a#00070939	afectat influenciat
n#00817680	guàrdia protecció
n#14180848	sepsia
n#13099586	agalla_(botànica)
n#05292200	múscul_adductor_major
a#00510348	capaç
n#00519739	circ
n#04398309	joc_de_te
n#01014731	compilació recopilació
n#13007770	genus_pholiota pholiota
n#08461981	panòplia
n#05527597	vesícula_seminal
v#02533282	comprovar constatar verificar
v#02259241	baratar
n#02504770	mamut
n#01319467	animal_marí
n#11298810	William_Bradford_Shockley William_Shockley
n#03450516	toga
n#06045847	frenologia
v#01054849	cloquejar
n#09344559	Lira
n#12848870	genus_lamium lamium
n#00545059	percussió
a#01411291	desigual diferent
n#02128925	jaguar
n#09551040	Dríada
n#13391610	vuit_penics
n#10681383	sospitós
n#00522145	exhibició
n#05658826	nas
n#04357639	solana
a#01154229	flàccid fluix tou
n#10007109	apòstata renegat
n#07058064	techno
n#09222880	Black_Hills
n#02657083	pleuronectiformes
n#07160883	acte_de_parla
v#00245059	amansir-se asserenar-se cedir cessar encalmar-se morir parar
n#02145084	vespertiliònids
n#09762101	acusat demandat
n#05197945	imperium
v#02372326	correspondre
n#02643713	genus_synanceja synanceja
n#05653475	hipersensibilitat
n#04809089	desprestigi impopularitat
v#01685313	crear
a#02030312	conservador
a#02074673	endiablat endimoniat esperitat posseït possés
n#10451450	politicaire
n#01226941	favor
a#01916979	dubtós
n#03940256	agulla_de_cap pin
a#00245319	morè
n#02252429	afídids
n#04657407	reserva
n#11426530	atracció força_d'atracció
a#00048706	afegible
n#00779248	entabanada estafa frau
n#05963101	individualisme
n#15075298	rotlle_de_paper_higiènic
a#01711465	dolorit
n#10743356	utopista
n#06082459	cinesiologia
n#07449157	ball_de_disfresses ball_de_màscares
n#13920429	condició
n#12025849	genus_tithonia
n#08207540	fedaí
n#04200800	sabateria
n#06152821	sistemàtica
v#00905852	disculpar dispensar excusar indultar perdonar
v#01787106	aïrar-se encolerir-se enfadar-se enfurir-se enutjar-se
n#08058098	companyia societat empresa
n#00285141	noctambulisme sonambulisme
v#01418179	batre remenar
n#05346406	artèria_glútia
n#07150138	regateig
a#01483677	masculí viril
a#01968033	diari
a#00864461	treballador
n#11520989	turbulència
n#10977660	Franz_Ferdinand
n#08957381	Líban
n#05946406	pacifisme
n#02079851	foca_comú
n#06217806	extremisme
n#11468578	autoinducció inducció_pròpia
n#01228877	deferència respecte
n#06492939	carta menú
n#07112550	so_vocàlic vocal
v#01754737	fer retallar tallar
n#12302418	genus_forestiera
n#06146142	paleologia
a#00193015	alarmant
n#05404728	secreció
a#01633153	formal oficial
v#01857717	posar_en_marxa arrencar engegar
n#06884670	insígnia_de_grau insígnia_de_rang
n#03239259	uniforme_de_gala
n#04788693	efectisme teatralitat
a#00221318	desfigurat
n#15236475	estació
n#08724726	capital_de_la_Xina Pequín
n#11359187	Cornelius_Vanderbilt
n#04028581	torre_d'alta_tensió
a#02316718	semicircular
n#01948917	genus_patella patella
a#01907481	pur
a#00358820	bipolar
n#03948950	èmbol pistó
n#14725591	asbest
n#03746994	bàlsam_mentolat
n#05808218	troballa
n#02325211	genus_sylvilagus sylvilagus
n#10152083	assassí_professional
v#00926702	profetar profetitzar
v#00496956	preaïllar
n#05467432	glia neuròglia
n#07730562	api
n#02652668	plectògnat
n#14350206	mielitis
n#04819285	llegibilitat
n#13733979	multiplicand
n#02904927	borseguí
n#11485186	celístia
n#09274739	Èufrates
n#02417387	cabra_d'Angora
n#00365329	amplificació
n#00406612	doblec plegat
a#02121290	frívol lleuger
n#03201996	carmanyola portaviandes
n#04049098	estació_de_ferrocarrils estació_de_trens terminal_de_ferrocarrils
n#05857346	operand
n#02806875	banys
n#05288091	cartílag
n#10005006	dipositador dipositant
n#02164464	coleòpter escarabat
a#00467564	col·lectivitzat
n#06276401	radiograma radiotelegrama
n#07351195	llançament
n#06835630	òmicron
n#04486322	trespeus
n#04506125	tirotricina
n#05971086	determinisme
n#02423787	genus_strepsiceros genus_tragelaphus strepsiceros tragelaphus
n#01463259	capa estrat
n#10584617	sexagenari
n#04061681	taulell_de_recepció
v#02501738	expulsar
n#00360485	encongiment
n#06962350	osc
n#11238726	Francisco_Pizarro
n#01840968	genus_sphyrapicus sphyrapicus
n#00572489	drive
n#05604022	rudiment
a#02506555	variat
n#00317917	consignació tramesa
n#11196208	Edvard_Munch
n#07108010	oxímoron
n#05665421	antialiàsing
v#01972849	deixar_caure deixar-se_caure
n#14622893	element element_químic
n#09476011	sistema_d'aigües
v#00190023	puntuar
n#07684517	pa_de_panses
n#03865171	sobrecàrrega
n#00892413	jornades seminari
n#14755077	oli_animal
n#06695227	compliment
n#09901502	catcumen
a#00310433	detallat elaborat minuciós
n#07123012	esgarip xiscle
n#13681993	corona_islandesa krona
n#09884305	carnisser
n#04446521	excusat lavabo vàter
n#10672540	bisbe_sufragani
n#09206985	ascensió costa pujada
n#05534955	duodè
n#07531998	presumpció suficiència
n#08995862	Senegal
n#12145802	genus_zizania zizania
v#01017826	exigir
n#12742546	cardiospermum genus_cardiospermum
n#05919034	intuïció
v#00315330	depreciar
v#00765649	empènyer exhortar pressionar
n#01320093	diploide
n#07181208	dissidència
a#02023661	necessitat pelat pobre
a#00983862	escrupulós primmirat
n#07761141	xirimoia
n#09791816	anarquista
v#01590747	esbudellar
n#12556030	genus_phaseolus phaseolus
n#04228581	botes_d'esquiar
n#06796333	cupó
n#04906273	obediència
n#00006269	vida
n#11446771	dicroisme
n#03289462	ampliació
n#06507941	marcador
n#09458791	Tigris
n#01882607	genus_phascolarctos phascolarctos
n#04310347	companyia_naval
n#03487444	loció_per_a_les_mans
v#00179311	retirar treure
n#04599396	obra treball
n#08837864	Illes_Mariannes_Septentrionals
v#00778275	aturar interrompre
n#04324387	magatzem
a#01282510	admirable impressionant increïble sorprenent
n#14645661	molibdè número_atòmic_42
n#10869385	William_Jennings_Bryan
n#12419394	lliri_de_Santa_Paula
n#11355247	Tristan_Tzara
n#13848249	catorzè
n#02934641	funicular
n#03375575	espasí
n#03715275	malaca
n#02948557	candeler
n#06626060	aerograma
n#00031921	lligam relació vincle
n#07860331	granadina
n#10459764	Director_General_de_Correus
n#02280223	pièrids
n#01129363	distinció refinament
n#07512465	sensibilitat sensitivitat
n#10556033	escenògraf
n#04795545	quotidianitat
n#13751265	10000 deu_mil
n#04092959	ring
n#07317519	ensopegada patinada relliscada
n#09846755	abellaire apicultor ruscador
v#02626604	canviar convertir fer_tornar transformar
n#13565940	telofase
n#01915093	alcionaris
n#03686130	golfes
v#00246588	geminar-se geminar
n#13988224	nirvana
n#01730429	chlorophis genus_chlorophis
n#13279262	jornal paga salari sou
n#06367107	ficció
n#05983122	malentès
n#03684823	locomotora
n#00734303	invasió_de_la_intimitat invasió
v#01921591	aixafar capolar esclafar picolar premsar
n#12625215	genus_cotoneaster
a#01373728	cruel despietat
n#08806897	capital_d'Itàlia capital_italiana Roma
v#02071974	brollar desprendre rajar regalar remintolar traspuar
v#01606931	atrapar
v#00018158	aixecar-se sortir_del_llit despertar-se
n#15135996	setmana_laboral
a#01401413	ratificat sancionat
v#00509857	pigar
n#00252662	depuració expurgació
v#02442372	reglamentar
n#00596592	prelacia prelatura
n#07300781	error_algorítmic
n#04201733	furgoneta
n#03585875	planxa_de_roba
v#00240293	ampliar engrandir
n#13131028	umbel·la
v#01593763	balancejar-se bressar gronxar-se gronxolar penjar
n#00057486	recessió
n#09112857	Atlantic_City
n#15077109	paper_de_calcar
n#12671898	diervilla genus_diervilla
n#00546389	cançó
n#08621099	pol_celestial pol_celeste
n#10918679	Glenn_Curtiss
n#07884567	alcohol beguda_alcohòlica
